ensembl_gene_id	Gene	log2FC	padj	gene_biotype
ENSG00000198691	ABCA4	 7.82e-01	 9.76e-03	protein_coding
ENSG00000164609	SLU7	-5.00e-01	 1.62e-01	protein_coding
ENSG00000125485	DDX31	 1.62e-01	 5.91e-01	protein_coding
ENSG00000141076	UTP4	 8.00e-02	 7.76e-01	protein_coding
ENSG00000111726	CMAS	 1.49e-02	 9.78e-01	protein_coding
ENSG00000141337	ARSG	 1.28e-02	 9.72e-01	protein_coding
ENSG00000187720	THSD4	-6.33e-01	 2.06e-02	protein_coding
ENSG00000075413	MARK3	-5.33e-01	 2.76e-02	protein_coding
ENSG00000116729	WLS	-1.18e-01	 6.78e-01	protein_coding
ENSG00000100106	TRIOBP	 2.86e-01	 1.71e-01	protein_coding
ENSG00000048991	R3HDM1	-7.84e-01	 3.02e-04	protein_coding
ENSG00000124920	MYRF	 2.51e-01	 6.26e-01	protein_coding
ENSG00000168246	UBTD2	-1.56e-01	 7.60e-01	protein_coding
ENSG00000213588	ZBTB9	 2.86e-01	 3.18e-01	protein_coding
ENSG00000141682	PMAIP1	-4.24e-01	 3.14e-01	protein_coding
ENSG00000156970	BUB1B	-2.18e-01	 6.18e-01	protein_coding
ENSG00000107938	EDRF1	 2.09e-01	 6.40e-01	protein_coding
ENSG00000197283	SYNGAP1	-1.24e-01	 7.83e-01	protein_coding
ENSG00000270332	SMC2-AS1	-1.47e-01	 8.00e-01	lncRNA
ENSG00000273899	NOL12	 3.04e-01	 5.24e-01	protein_coding
ENSG00000198420	TCAF1	 5.53e-01	 4.40e-02	protein_coding
ENSG00000159307	SCUBE1	 1.12e-01	 8.42e-01	protein_coding
ENSG00000138642	HERC6	-5.61e-02	 9.32e-01	protein_coding
ENSG00000198642	KLHL9	-3.91e-01	 3.42e-01	protein_coding
ENSG00000146457	WTAP	 1.29e-01	 7.53e-01	protein_coding
ENSG00000139269	INHBE	-1.28e-02	 9.80e-01	protein_coding
ENSG00000125484	GTF3C4	-7.03e-02	 8.46e-01	protein_coding
ENSG00000168137	SETD5	-3.93e-01	 4.58e-02	protein_coding
ENSG00000112697	TMEM30A	-3.59e-01	 3.41e-01	protein_coding
ENSG00000135624	CCT7	 1.11e-01	 5.57e-01	protein_coding
ENSG00000108932	SLC16A6	-1.42e-01	 7.99e-01	protein_coding
ENSG00000196367	TRRAP	 2.03e-01	 3.95e-01	protein_coding
ENSG00000136770	DNAJC1	-2.29e-01	 6.21e-01	protein_coding
ENSG00000055483	USP36	-1.75e-01	 5.86e-01	protein_coding
ENSG00000099814	CEP170B	 3.34e-01	 2.43e-01	protein_coding
ENSG00000110841	PPFIBP1	-2.28e-01	 4.82e-01	protein_coding
ENSG00000160741	CRTC2	 9.82e-02	 7.59e-01	protein_coding
ENSG00000105717	PBX4	-1.27e-01	 8.12e-01	protein_coding
ENSG00000002919	SNX11	-2.11e-01	 4.66e-01	protein_coding
ENSG00000070540	WIPI1	 3.49e-01	 2.44e-01	protein_coding
ENSG00000204842	ATXN2	-4.09e-02	 9.19e-01	protein_coding
ENSG00000100263	RHBDD3	-6.52e-02	 8.78e-01	protein_coding
ENSG00000136147	PHF11	-4.18e-02	 9.47e-01	protein_coding
ENSG00000258429	PDF	-1.51e-01	 6.75e-01	protein_coding
ENSG00000065534	MYLK	-5.40e-01	 3.94e-02	protein_coding
ENSG00000185829	ARL17A	 4.01e-02	 9.43e-01	protein_coding
ENSG00000132612	VPS4A	 2.28e-01	 4.31e-01	protein_coding
ENSG00000260914	AC026464.4	 1.89e-01	 6.94e-01	protein_coding
ENSG00000134780	DAGLA	 1.02e-01	 8.46e-01	protein_coding
ENSG00000151090	THRB	-1.91e-01	 7.11e-01	protein_coding
ENSG00000286140	DERPC	 3.63e-01	 1.49e-01	protein_coding
ENSG00000174705	SH3PXD2B	 3.62e-01	 1.34e-01	protein_coding
ENSG00000124422	USP22	-7.39e-02	 7.90e-01	protein_coding
ENSG00000238083	LRRC37A2	-2.59e-01	 5.48e-01	protein_coding
ENSG00000265185	SNORD3B-1	-8.04e-01	 7.31e-04	snoRNA
ENSG00000232300	FAM215B	-1.77e-01	 7.54e-01	lncRNA
ENSG00000262074	SNORD3B-2	-1.15e+00	 2.16e-04	snoRNA
ENSG00000112096	SOD2	 2.58e-01	 3.42e-01	protein_coding
ENSG00000168802	CHTF8	 1.32e-01	 5.90e-01	protein_coding
ENSG00000239523	MYLK-AS1	-2.53e-01	 6.07e-01	lncRNA
ENSG00000228157	AC007952.2	-2.31e-02	 9.72e-01	lncRNA
ENSG00000214357	NEURL1B	 1.16e-01	 7.77e-01	protein_coding
ENSG00000160326	SLC2A6	 2.26e-01	 1.95e-01	protein_coding
ENSG00000110104	CCDC86	 3.54e-01	 3.53e-02	protein_coding
ENSG00000139613	SMARCC2	 7.97e-02	 7.83e-01	protein_coding
ENSG00000172081	MOB3A	 1.57e-01	 7.00e-01	protein_coding
ENSG00000141027	NCOR1	 1.79e-01	 6.01e-01	protein_coding
ENSG00000036054	TBC1D23	-2.20e-01	 6.79e-01	protein_coding
ENSG00000178921	PFAS	 3.27e-01	 8.36e-02	protein_coding
ENSG00000112306	RPS12	-3.90e-01	 5.26e-03	protein_coding
ENSG00000256269	HMBS	 4.74e-02	 8.94e-01	protein_coding
ENSG00000102974	CTCF	 2.08e-01	 4.34e-01	protein_coding
ENSG00000146083	RNF44	 3.54e-02	 9.19e-01	protein_coding
ENSG00000276867	AC074050.4	-6.52e-01	 8.27e-02	lncRNA
ENSG00000139211	AMIGO2	-1.11e-01	 8.57e-01	protein_coding
ENSG00000117385	P3H1	-7.40e-02	 7.94e-01	protein_coding
ENSG00000131797	CLUHP3	-2.30e-01	 3.45e-01	transcribed_unprocessed_pseudogene
ENSG00000166986	MARS	-6.04e-02	 8.40e-01	protein_coding
ENSG00000165724	ZMYND19	 1.09e-03	 9.97e-01	protein_coding
ENSG00000223797	ENTPD3-AS1	-8.97e-02	 8.87e-01	lncRNA
ENSG00000187446	CHP1	 6.94e-02	 7.79e-01	protein_coding
ENSG00000196465	MYL6B	 1.08e-01	 6.64e-01	protein_coding
ENSG00000091127	PUS7	-2.50e-01	 5.17e-01	protein_coding
ENSG00000262202	AC007952.4	-1.31e+00	 1.86e-06	lncRNA
ENSG00000164118	CEP44	-9.59e-03	 9.87e-01	protein_coding
ENSG00000166582	CENPV	-2.01e-01	 3.40e-01	protein_coding
ENSG00000088280	ASAP3	 2.01e-01	 4.45e-01	protein_coding
ENSG00000109536	FRG1	-1.23e-01	 8.17e-01	protein_coding
ENSG00000151117	TMEM86A	-3.99e-02	 9.52e-01	protein_coding
ENSG00000183054	RGPD6	-6.05e-01	 1.22e-01	protein_coding
ENSG00000254087	LYN	 1.60e-01	 5.31e-01	protein_coding
ENSG00000079819	EPB41L2	 6.14e-02	 8.98e-01	protein_coding
ENSG00000112473	SLC39A7	 2.55e-01	 9.80e-02	protein_coding
ENSG00000108474	PIGL	-1.64e-01	 7.40e-01	protein_coding
ENSG00000131051	RBM39	-9.24e-01	 1.18e-10	protein_coding
ENSG00000151474	FRMD4A	-1.13e-01	 8.55e-01	protein_coding
ENSG00000178971	CTC1	 3.42e-01	 1.60e-01	protein_coding
ENSG00000170852	KBTBD2	-4.94e-01	 1.52e-01	protein_coding
ENSG00000164117	FBXO8	 1.96e-01	 6.88e-01	protein_coding
ENSG00000162521	RBBP4	 2.31e-02	 9.44e-01	protein_coding
ENSG00000104660	LEPROTL1	-3.89e-02	 9.29e-01	protein_coding
ENSG00000064547	LPAR2	 2.99e-01	 4.79e-01	protein_coding
ENSG00000090686	USP48	-6.77e-01	 1.19e-02	protein_coding
ENSG00000149485	FADS1	 1.15e-01	 5.54e-01	protein_coding
ENSG00000104047	DTWD1	-9.07e-01	 3.07e-03	protein_coding
ENSG00000186470	BTN3A2	 7.02e-02	 8.66e-01	protein_coding
ENSG00000162604	TM2D1	-9.70e-02	 8.72e-01	protein_coding
ENSG00000204231	RXRB	 1.96e-01	 3.77e-01	protein_coding
ENSG00000104671	DCTN6	 5.53e-02	 9.31e-01	protein_coding
ENSG00000037749	MFAP3	-7.97e-02	 8.94e-01	protein_coding
ENSG00000049323	LTBP1	 1.30e-01	 6.10e-01	protein_coding
ENSG00000134077	THUMPD3	-3.53e-01	 3.54e-01	protein_coding
ENSG00000171889	MIR31HG	-3.93e-01	 3.78e-01	lncRNA
ENSG00000105341	DMAC2	 1.28e-01	 6.07e-01	protein_coding
ENSG00000162520	SYNC	 2.43e-01	 6.28e-01	protein_coding
ENSG00000102038	SMARCA1	-1.30e-01	 8.27e-01	protein_coding
ENSG00000168496	FEN1	 1.24e-01	 5.48e-01	protein_coding
ENSG00000163539	CLASP2	-5.22e-01	 7.89e-02	protein_coding
ENSG00000204610	TRIM15	 2.41e-01	 6.41e-01	protein_coding
ENSG00000166888	STAT6	 2.92e-01	 6.12e-02	protein_coding
ENSG00000277072	STAG3L2	-6.20e-01	 5.68e-02	transcribed_unprocessed_pseudogene
ENSG00000228526	MIR34AHG	-6.65e-01	 1.74e-02	lncRNA
ENSG00000165006	UBAP1	 3.95e-01	 1.61e-02	protein_coding
ENSG00000234546	LNCTAM34A	-2.23e-02	 9.72e-01	lncRNA
ENSG00000125398	SOX9	 1.78e-02	 9.77e-01	protein_coding
ENSG00000182841	RRP7BP	 1.15e-01	 7.63e-01	transcribed_unprocessed_pseudogene
ENSG00000066136	NFYC	 1.61e-01	 5.61e-01	protein_coding
ENSG00000092094	OSGEP	-1.41e-01	 6.71e-01	protein_coding
ENSG00000135249	RINT1	-5.96e-01	 1.25e-01	protein_coding
ENSG00000163714	U2SURP	-8.79e-01	 8.63e-03	protein_coding
ENSG00000206573	THUMPD3-AS1	-4.48e-01	 1.28e-01	lncRNA
ENSG00000204019	CT83	-3.97e-01	 2.32e-01	protein_coding
ENSG00000196275	GTF2IRD2	 2.38e-01	 6.09e-01	protein_coding
ENSG00000254485	AC026191.1	-5.75e-01	 1.49e-01	lncRNA
ENSG00000125863	MKKS	-2.70e-01	 5.81e-01	protein_coding
ENSG00000146574	CCZ1B	-2.61e-01	 5.42e-01	protein_coding
ENSG00000285508	AL034430.1	-2.26e-01	 6.49e-01	protein_coding
ENSG00000175203	DCTN2	 2.02e-01	 3.00e-01	protein_coding
ENSG00000092841	MYL6	-2.92e-01	 6.96e-02	protein_coding
ENSG00000118680	MYL12B	-4.90e-02	 8.98e-01	protein_coding
ENSG00000138640	FAM13A	-1.64e-01	 7.54e-01	protein_coding
ENSG00000136824	SMC2	-2.26e-01	 6.68e-01	protein_coding
ENSG00000120910	PPP3CC	-5.54e-01	 3.28e-02	protein_coding
ENSG00000198742	SMURF1	 3.90e-02	 9.21e-01	protein_coding
ENSG00000196700	ZNF512B	 3.33e-01	 1.96e-01	protein_coding
ENSG00000174282	ZBTB4	 1.05e-01	 7.19e-01	protein_coding
ENSG00000049239	H6PD	 2.76e-01	 1.55e-01	protein_coding
ENSG00000166886	NAB2	 3.10e-01	 1.59e-01	protein_coding
ENSG00000140990	NDUFB10	 2.32e-01	 2.17e-01	protein_coding
ENSG00000055147	FAM114A2	-7.25e-01	 4.35e-02	protein_coding
ENSG00000110060	PUS3	 3.28e-02	 9.57e-01	protein_coding
ENSG00000171621	SPSB1	 8.45e-02	 8.46e-01	protein_coding
ENSG00000159579	RSPRY1	-4.60e-01	 2.19e-01	protein_coding
ENSG00000101608	MYL12A	-2.60e-01	 2.10e-01	protein_coding
ENSG00000130177	CDC16	-1.69e-01	 6.12e-01	protein_coding
ENSG00000149177	PTPRJ	-3.17e-01	 2.38e-01	protein_coding
ENSG00000120896	SORBS3	 2.74e-01	 1.76e-01	protein_coding
ENSG00000264235	AP005329.1	-3.50e-01	 4.34e-01	lncRNA
ENSG00000145569	OTULINL	 2.55e-02	 9.62e-01	protein_coding
ENSG00000123384	LRP1	-1.54e-01	 5.67e-01	protein_coding
ENSG00000166987	MBD6	 1.60e-01	 6.19e-01	protein_coding
ENSG00000175115	PACS1	 1.69e-01	 4.07e-01	protein_coding
ENSG00000153898	MCOLN2	-2.29e-02	 9.72e-01	protein_coding
ENSG00000198276	UCKL1	 3.67e-02	 9.14e-01	protein_coding
ENSG00000153989	NUS1	-1.28e-01	 8.10e-01	protein_coding
ENSG00000107372	ZFAND5	-3.31e-01	 1.80e-01	protein_coding
ENSG00000182796	TMEM198B	 9.19e-02	 8.54e-01	transcribed_unitary_pseudogene
ENSG00000099995	SF3A1	 6.35e-01	 5.19e-07	protein_coding
ENSG00000164574	GALNT10	 5.57e-01	 6.48e-02	protein_coding
ENSG00000164978	NUDT2	-1.16e-01	 7.19e-01	protein_coding
ENSG00000197943	PLCG2	 2.58e-02	 9.69e-01	protein_coding
ENSG00000031698	SARS	 2.23e-01	 2.19e-01	protein_coding
ENSG00000187860	CCDC157	 3.07e-01	 4.51e-01	protein_coding
ENSG00000161791	FMNL3	 4.27e-01	 1.09e-02	protein_coding
ENSG00000185567	AHNAK2	 2.05e-01	 3.57e-01	protein_coding
ENSG00000268129	AC026304.1	-3.63e-01	 4.27e-01	lncRNA
ENSG00000261236	BOP1	 2.80e-01	 1.50e-01	protein_coding
ENSG00000105323	HNRNPUL1	 3.59e-01	 1.90e-02	protein_coding
ENSG00000136856	SLC2A8	 7.55e-02	 8.56e-01	protein_coding
ENSG00000242114	MTFP1	 6.82e-02	 8.31e-01	protein_coding
ENSG00000175197	DDIT3	-5.39e-01	 5.99e-02	protein_coding
ENSG00000110844	PRPF40B	 7.05e-02	 8.47e-01	protein_coding
ENSG00000130340	SNX9	-1.17e-02	 9.80e-01	protein_coding
ENSG00000101040	ZMYND8	 1.90e-01	 5.61e-01	protein_coding
ENSG00000135414	GDF11	 2.45e-01	 4.01e-01	protein_coding
ENSG00000167508	MVD	 6.71e-02	 8.10e-01	protein_coding
ENSG00000135622	SEMA4F	 7.78e-02	 8.74e-01	protein_coding
ENSG00000135392	DNAJC14	 1.74e-01	 4.06e-01	protein_coding
ENSG00000247095	MIR210HG	-2.84e-02	 9.66e-01	lncRNA
ENSG00000105329	AC011462.1	 5.67e-01	 1.17e-01	protein_coding
ENSG00000115109	EPB41L5	-5.94e-01	 1.11e-01	protein_coding
ENSG00000123810	B9D2	 1.69e-02	 9.74e-01	protein_coding
ENSG00000008988	RPS20	-3.40e-01	 9.65e-02	protein_coding
ENSG00000142039	CCDC97	 1.58e-01	 5.05e-01	protein_coding
ENSG00000205323	SARNP	-4.21e-01	 1.71e-01	protein_coding
ENSG00000100485	SOS2	-7.60e-01	 3.25e-02	protein_coding
ENSG00000149346	SLX4IP	 2.01e-01	 7.08e-01	protein_coding
ENSG00000151500	THYN1	 8.98e-02	 8.50e-01	protein_coding
ENSG00000077348	EXOSC5	-9.27e-02	 7.79e-01	protein_coding
ENSG00000102743	SLC25A15	-9.78e-02	 8.45e-01	protein_coding
ENSG00000007968	E2F2	 1.30e-01	 6.51e-01	protein_coding
ENSG00000105974	CAV1	 4.22e-01	 1.25e-01	protein_coding
ENSG00000117318	ID3	-1.97e-01	 3.24e-01	protein_coding
ENSG00000188283	ZNF383	 1.07e-01	 8.63e-01	protein_coding
ENSG00000123353	ORMDL2	-1.30e-02	 9.72e-01	protein_coding
ENSG00000139644	TMBIM6	-3.24e-02	 9.08e-01	protein_coding
ENSG00000164654	MIOS	-2.62e-01	 5.99e-01	protein_coding
ENSG00000102934	PLLP	 1.98e-01	 5.42e-01	protein_coding
ENSG00000122126	OCRL	-2.53e-01	 5.20e-01	protein_coding
ENSG00000100003	SEC14L2	 2.37e-02	 9.71e-01	protein_coding
ENSG00000165732	DDX21	 7.54e-02	 8.77e-01	protein_coding
ENSG00000144224	UBXN4	-1.40e-01	 7.84e-01	protein_coding
ENSG00000215301	DDX3X	-3.88e-01	 8.14e-02	protein_coding
ENSG00000102931	ARL2BP	 1.80e-01	 5.51e-01	protein_coding
ENSG00000260630	SNAI3-AS1	-1.73e-01	 7.11e-01	lncRNA
ENSG00000108848	LUC7L3	-2.79e-01	 5.31e-01	protein_coding
ENSG00000102900	NUP93	 3.12e-01	 2.06e-01	protein_coding
ENSG00000137962	ARHGAP29	-2.61e-01	 5.99e-01	protein_coding
ENSG00000165912	PACSIN3	 2.83e-01	 1.12e-01	protein_coding
ENSG00000204406	MBD5	 1.24e-01	 8.34e-01	protein_coding
ENSG00000164976	MYORG	 2.54e-01	 4.23e-01	protein_coding
ENSG00000248098	BCKDHA	 2.75e-01	 1.14e-01	protein_coding
ENSG00000104852	SNRNP70	 1.89e-01	 3.41e-01	protein_coding
ENSG00000099999	RNF215	-2.75e-01	 3.91e-01	protein_coding
ENSG00000254109	RBPMS-AS1	-1.19e-01	 8.41e-01	lncRNA
ENSG00000162702	ZNF281	-1.99e-01	 5.78e-01	protein_coding
ENSG00000272145	NFYC-AS1	-6.73e-01	 4.56e-02	lncRNA
ENSG00000125434	SLC25A35	 1.51e-01	 6.57e-01	protein_coding
ENSG00000211584	SLC48A1	 7.67e-02	 8.48e-01	protein_coding
ENSG00000156802	ATAD2	-5.41e-01	 6.33e-02	protein_coding
ENSG00000226479	TMEM185B	 8.98e-02	 8.06e-01	protein_coding
ENSG00000118193	KIF14	-2.23e-01	 6.74e-01	protein_coding
ENSG00000108961	RANGRF	 8.38e-02	 8.00e-01	protein_coding
ENSG00000114554	PLXNA1	 1.76e-01	 6.15e-01	protein_coding
ENSG00000066933	MYO9A	-8.07e-02	 8.90e-01	protein_coding
ENSG00000164611	PTTG1	-2.25e-01	 3.38e-01	protein_coding
ENSG00000128311	TST	 1.52e-01	 5.84e-01	protein_coding
ENSG00000255234	AP000446.1	 1.17e-01	 8.14e-01	lncRNA
ENSG00000171612	SLC25A33	-8.57e-02	 8.60e-01	protein_coding
ENSG00000142798	HSPG2	-1.84e-01	 4.74e-01	protein_coding
ENSG00000132849	PATJ	 4.01e-02	 9.41e-01	protein_coding
ENSG00000175221	MED16	 3.07e-01	 2.11e-01	protein_coding
ENSG00000204959	ARHGEF34P	 7.86e-02	 8.64e-01	unprocessed_pseudogene
ENSG00000118197	DDX59	 7.68e-02	 8.78e-01	protein_coding
ENSG00000112769	LAMA4	-2.98e-01	 3.97e-01	protein_coding
ENSG00000128309	MPST	 1.64e-01	 4.04e-01	protein_coding
ENSG00000050327	ARHGEF5	 2.86e-01	 2.51e-01	protein_coding
ENSG00000049769	PPP1R3F	 1.75e-01	 6.30e-01	protein_coding
ENSG00000105976	MET	-2.46e-01	 3.37e-01	protein_coding
ENSG00000270012	AC232271.1	-2.75e-01	 5.17e-01	lncRNA
ENSG00000179431	FJX1	-1.43e-01	 7.04e-01	protein_coding
ENSG00000107951	MTPAP	-4.31e-01	 2.63e-01	protein_coding
ENSG00000166326	TRIM44	-1.65e-01	 6.64e-01	protein_coding
ENSG00000130402	ACTN4	 4.54e-01	 4.09e-02	protein_coding
ENSG00000129351	ILF3	 2.42e-01	 1.29e-01	protein_coding
ENSG00000157110	RBPMS	 2.85e-01	 1.00e-01	protein_coding
ENSG00000125089	SH3TC1	-2.85e-01	 2.09e-01	protein_coding
ENSG00000179241	LDLRAD3	-3.75e-02	 9.42e-01	protein_coding
ENSG00000158292	GPR153	 3.02e-01	 2.82e-01	protein_coding
ENSG00000234127	TRIM26	 2.98e-01	 1.47e-01	protein_coding
ENSG00000077097	TOP2B	-1.64e-01	 7.61e-01	protein_coding
ENSG00000186280	KDM4D	 1.75e-01	 7.52e-01	protein_coding
ENSG00000151498	ACAD8	 1.14e-01	 7.81e-01	protein_coding
ENSG00000148019	CEP78	-2.09e-01	 6.59e-01	protein_coding
ENSG00000115947	ORC4	-6.75e-01	 7.07e-02	protein_coding
ENSG00000185112	FAM43A	-3.22e-02	 9.28e-01	protein_coding
ENSG00000079462	PAFAH1B3	 1.10e-01	 6.93e-01	protein_coding
ENSG00000151491	EPS8	-1.14e-01	 8.48e-01	protein_coding
ENSG00000140553	UNC45A	 4.26e-01	 1.08e-02	protein_coding
ENSG00000104147	OIP5	-1.70e-01	 7.35e-01	protein_coding
ENSG00000121989	ACVR2A	-5.05e-01	 2.22e-01	protein_coding
ENSG00000154734	ADAMTS1	-5.89e-01	 2.31e-02	protein_coding
ENSG00000205571	SMN2	-1.08e-01	 8.55e-01	protein_coding
ENSG00000117362	APH1A	 7.72e-02	 7.78e-01	protein_coding
ENSG00000196504	PRPF40A	-4.68e-01	 1.95e-01	protein_coding
ENSG00000137500	CCDC90B	-3.02e-01	 4.63e-01	protein_coding
ENSG00000115183	TANC1	 3.37e-04	 9.99e-01	protein_coding
ENSG00000049759	NEDD4L	 1.46e-01	 7.83e-01	protein_coding
ENSG00000247556	OIP5-AS1	-3.14e-01	 2.80e-01	lncRNA
ENSG00000165948	IFI27L1	-4.39e-01	 4.83e-02	protein_coding
ENSG00000144451	SPAG16	-1.12e-01	 8.56e-01	protein_coding
ENSG00000237686	AL109615.3	 1.70e-01	 7.17e-01	lncRNA
ENSG00000147400	CETN2	 1.30e-01	 8.10e-01	protein_coding
ENSG00000177917	ARL6IP6	-3.14e-01	 4.79e-01	protein_coding
ENSG00000181577	C6orf223	 3.31e-01	 5.21e-02	lncRNA
ENSG00000030110	BAK1	 2.15e-01	 3.08e-01	protein_coding
ENSG00000137804	NUSAP1	-7.03e-01	 1.14e-03	protein_coding
ENSG00000079337	RAPGEF3	-8.45e-02	 8.76e-01	protein_coding
ENSG00000136144	RCBTB1	 3.31e-01	 4.60e-01	protein_coding
ENSG00000114853	ZBTB47	 1.67e-01	 5.99e-01	protein_coding
ENSG00000143578	CREB3L4	 3.20e-02	 9.28e-01	protein_coding
ENSG00000076003	MCM6	 3.76e-02	 9.30e-01	protein_coding
ENSG00000131375	CAPN7	-4.52e-01	 2.57e-01	protein_coding
ENSG00000196470	SIAH1	 5.86e-02	 9.21e-01	protein_coding
ENSG00000154736	ADAMTS5	-3.72e-01	 3.88e-01	protein_coding
ENSG00000076826	CAMSAP3	 1.81e-01	 5.62e-01	protein_coding
ENSG00000117528	ABCD3	-6.06e-01	 4.93e-02	protein_coding
ENSG00000079432	CIC	-5.91e-02	 8.65e-01	protein_coding
ENSG00000042493	CAPG	 1.73e-01	 5.90e-01	protein_coding
ENSG00000147383	NSDHL	 2.83e-01	 2.20e-01	protein_coding
ENSG00000158717	RNF166	 1.13e-01	 7.51e-01	protein_coding
ENSG00000144118	RALB	 1.91e-01	 6.37e-01	protein_coding
ENSG00000187257	RSBN1L	-1.23e-01	 8.40e-01	protein_coding
ENSG00000114857	NKTR	-3.33e-01	 4.42e-01	protein_coding
ENSG00000188368	PRR19	 3.64e-01	 2.45e-01	protein_coding
ENSG00000280351	AC127496.7	-5.40e-01	 1.13e-01	TEC
ENSG00000166848	TERF2IP	 2.21e-01	 3.66e-01	protein_coding
ENSG00000089234	BRAP	-3.10e-02	 9.45e-01	protein_coding
ENSG00000101997	CCDC22	 3.93e-01	 3.50e-02	protein_coding
ENSG00000176108	CHMP6	-3.63e-02	 9.56e-01	protein_coding
ENSG00000188807	TMEM201	 1.65e-01	 4.72e-01	protein_coding
ENSG00000139112	GABARAPL1	-1.76e-02	 9.55e-01	protein_coding
ENSG00000177340	AC024940.1	-9.35e-02	 8.77e-01	lncRNA
ENSG00000105825	TFPI2	-2.10e-01	 5.30e-01	protein_coding
ENSG00000165698	SPACA9	 1.77e-01	 6.42e-01	protein_coding
ENSG00000139146	SINHCAF	-1.80e-02	 9.70e-01	protein_coding
ENSG00000120690	ELF1	-6.19e-01	 6.45e-02	protein_coding
ENSG00000154124	OTULIN	-2.77e-01	 2.30e-01	protein_coding
ENSG00000114021	NIT2	-3.70e-01	 1.27e-01	protein_coding
ENSG00000143363	PRUNE1	 1.77e-01	 5.67e-01	protein_coding
ENSG00000198223	CSF2RA	-4.22e-01	 2.82e-01	protein_coding
ENSG00000168016	TRANK1	-1.09e-01	 7.99e-01	protein_coding
ENSG00000008324	SS18L2	-3.19e-01	 4.39e-01	protein_coding
ENSG00000147883	CDKN2B	-3.23e-01	 3.98e-01	protein_coding
ENSG00000153714	LURAP1L	 1.05e-01	 8.65e-01	protein_coding
ENSG00000166965	RCCD1	 1.70e-01	 4.35e-01	protein_coding
ENSG00000180992	MRPL14	-2.03e-01	 3.16e-01	protein_coding
ENSG00000206535	LNP1	-1.44e-02	 9.81e-01	protein_coding
ENSG00000119707	RBM25	-1.36e-01	 7.73e-01	protein_coding
ENSG00000145431	PDGFC	-2.32e-02	 9.72e-01	protein_coding
ENSG00000258384	AC068831.1	-1.62e-01	 7.78e-01	lncRNA
ENSG00000070047	PHRF1	 3.53e-01	 4.76e-02	protein_coding
ENSG00000065427	KARS	 2.62e-01	 1.37e-01	protein_coding
ENSG00000165494	PCF11	-8.72e-01	 1.04e-04	protein_coding
ENSG00000147889	CDKN2A	 1.29e-02	 9.70e-01	protein_coding
ENSG00000154174	TOMM70	-4.48e-02	 9.34e-01	protein_coding
ENSG00000144802	NFKBIZ	-4.72e-01	 3.93e-03	protein_coding
ENSG00000117525	F3	-1.00e-01	 8.54e-01	protein_coding
ENSG00000163013	FBXO41	-1.34e-01	 7.76e-01	protein_coding
ENSG00000135503	ACVR1B	 1.87e-01	 5.59e-01	protein_coding
ENSG00000184508	HDDC3	-6.94e-02	 8.85e-01	protein_coding
ENSG00000118200	CAMSAP2	-2.13e-01	 6.29e-01	protein_coding
ENSG00000173068	BNC2	-4.10e-01	 2.05e-01	protein_coding
ENSG00000137449	CPEB2	-3.54e-01	 4.38e-01	protein_coding
ENSG00000137216	TMEM63B	 5.49e-02	 8.87e-01	protein_coding
ENSG00000147130	ZMYM3	 3.50e-01	 1.17e-01	protein_coding
ENSG00000138101	DTNB	-2.23e-01	 5.75e-01	protein_coding
ENSG00000263465	SRSF8	 1.58e-01	 5.91e-01	protein_coding
ENSG00000163362	INAVA	 2.99e-01	 5.38e-01	protein_coding
ENSG00000149218	ENDOD1	 9.67e-02	 8.73e-01	protein_coding
ENSG00000169679	BUB1	-2.52e-01	 4.83e-01	protein_coding
ENSG00000138326	RPS24	-3.37e-01	 2.04e-01	protein_coding
ENSG00000055732	MCOLN3	-4.23e-01	 3.34e-01	protein_coding
ENSG00000143543	JTB	-1.59e-01	 3.93e-01	protein_coding
ENSG00000137494	ANKRD42	 1.67e-01	 7.51e-01	protein_coding
ENSG00000116016	EPAS1	 2.69e-01	 1.77e-01	protein_coding
ENSG00000067840	PDZD4	-8.06e-02	 8.95e-01	protein_coding
ENSG00000226380	AC016831.1	-1.04e+00	 4.18e-04	lncRNA
ENSG00000093183	SEC22C	 2.15e-01	 4.50e-01	protein_coding
ENSG00000088682	COQ9	 3.22e-01	 1.31e-01	protein_coding
ENSG00000236753	MKLN1-AS	 9.46e-03	 9.87e-01	lncRNA
ENSG00000205763	RP9P	-3.27e-01	 4.89e-01	transcribed_unprocessed_pseudogene
ENSG00000121310	ECHDC2	 4.76e-01	 2.36e-01	protein_coding
ENSG00000144815	NXPE3	-5.26e-02	 9.36e-01	protein_coding
ENSG00000068438	FTSJ1	 2.04e-01	 2.55e-01	protein_coding
ENSG00000102910	LONP2	-1.22e-01	 7.57e-01	protein_coding
ENSG00000247137	AP000873.2	-2.16e-01	 6.60e-01	lncRNA
ENSG00000129292	PHF20L1	-7.05e-01	 4.37e-02	protein_coding
ENSG00000086666	ZFAND6	-4.73e-01	 9.55e-02	protein_coding
ENSG00000059573	ALDH18A1	 2.71e-01	 1.59e-01	protein_coding
ENSG00000115548	KDM3A	-6.65e-01	 3.33e-02	protein_coding
ENSG00000226328	NUP50-DT	 9.37e-02	 8.53e-01	lncRNA
ENSG00000173950	XXYLT1	 2.18e-02	 9.53e-01	protein_coding
ENSG00000009413	REV3L	-4.87e-01	 2.43e-01	protein_coding
