Ensembl_Gene	Common_Gene	Source	Nucleus_log2FC	Nucleolus_log2FC	Lamina_log2FC	Nuclear_Pore_log2FC	Cytosol_log2FC	ERM_log2FC	OMM_log2FC	ER_Lumen_log2FC	Nucleus_Orphan	Nucleolus_Orphan	Lamina_Orphan	Nuclear_pore_Orphan	Cytosol_Orphan	ERM_Orphan	OMM_Orphan	Nucleus_Deorphaned	Cytosol_Deorphaned
ENSG00000139645	ANKRD52	Atlas_Analysis	1.044629623	0.369391151	0.801104029	0.614294138	0.733506586	0.624497677	-0.016293524	0.150384617	0	0	0	0	0	0	0	0	0
ENSG00000139651	ZNF740	Atlas_Analysis	0.646329551	0.293163132	0.859835276	-0.078801203	0.451860784	0.380547593	0.61543409	-0.129842869	0	0	0	0	0	0	0	0	0
ENSG00000139675	HNRNPA1L2	Atlas_Analysis	0.81012717	-0.690826077	0.941192896	-0.454896121	-0.077894899	-0.780908919	0.02788851	-0.070447204	0	0	0	0	0	0	0	0	0
ENSG00000139697	SBNO1	Atlas_Analysis	0.158866914	1.115426571	0.27313516	-0.355490795	0.44078494	0.636462758	0.202951265	-0.174282379	0	1	0	0	0	0	0	0	0
ENSG00000139718	SETD1B	Atlas_Analysis	0.716575449	-0.406532997	0.442948438	1.167555704	0.244307123	0.764943043	0.022910806	0.532599757	0	0	0	0	0	0	0	0	0
ENSG00000139746	RBM26	Atlas_Analysis	1.112847025	1.210012488	1.088358285	0.384133884	0.177043521	0.390370951	-0.028097396	-0.180087154	0	0	0	0	0	0	0	0	0
ENSG00000139800	ZIC5	Atlas_Analysis	0.82502329	0.583049148	0.866377204	0.310806966	-0.15110035	0.523498288	-0.321260837	0.134762233	1	0	0	0	0	0	0	0	0
ENSG00000139921	TMX1	Atlas_Analysis	-0.314447249	0.623995915	-0.492079703	-0.47663505	-0.997170045	0.83322097	0.475699345	-0.308784973	0	0	0	0	0	0	0	0	0
ENSG00000139977	NAA30	Atlas_Analysis	0.030042011	0.950717793	0.352890977	-0.256656871	-0.039083702	0.276087013	-0.013435824	0.00185763	0	1	0	0	0	0	0	0	0
ENSG00000139990	DCAF5	Atlas_Analysis	-0.113092238	0.539252039	0.298031925	0.390769882	0.800131958	0.578636005	0.301390355	0.152970171	0	0	0	0	1	0	0	0	0
ENSG00000139998	RAB15	Atlas_Analysis	0.070480829	-0.558788265	-0.014069036	0.100664944	0.759518448	0.484712667	1.105175769	0.059554991	0	0	0	0	0	0	0	0	0
ENSG00000140157	NIPA2	Atlas_Analysis	-0.065403601	0.244649996	-0.091526426	-0.797834986	-0.138469543	0.820868468	0.450497378	-0.221557818	0	0	0	0	0	0	0	0	0
ENSG00000140265	ZSCAN29	Atlas_Analysis	0.640010783	-1.00329634	0.873570452	0.385917646	0.52382326	1.054080687	0.381803721	-0.078453182	0	0	0	0	0	0	0	0	0
ENSG00000140299	BNIP2	Atlas_Analysis	0.139034757	0.782963149	0.227369771	0.063501961	-0.069120834	0.649034472	0.254160515	-0.025721415	0	0	0	0	0	0	0	0	0
ENSG00000140400	MAN2C1	Atlas_Analysis	2.129014319	1.236572642	1.367694934	0.949846701	-0.630308335	-1.666458068	-0.863695428	0.637912722	0	0	0	0	0	0	0	0	0
ENSG00000140406	MESDC1	Atlas_Analysis	-0.615328263	0.376137068	-0.442112029	0.290346095	0.616681456	0.836386164	0.12111612	0.249686605	0	0	0	0	0	0	0	0	0
ENSG00000140443	IGF1R	Atlas_Analysis	0.322088772	0.567973977	0.69854253	0.260680887	0.246185369	1.504846155	1.297328077	-0.131217847	0	0	0	0	0	0	0	0	0
ENSG00000140450	ARRDC4	Atlas_Analysis	0.096081352	1.109488295	0.285913121	-0.689685797	0.49732024	1.139098404	-0.18575143	-0.195653652	0	1	0	0	0	0	0	0	0
ENSG00000140464	PML	Atlas_Analysis	0.324827518	-3.120519721	0.107589915	0.964043639	0.366164658	-0.014442337	-0.052864601	0.064093895	0	0	0	0	0	0	0	0	0
ENSG00000140471	LINS	Atlas_Analysis	1.142722388	1.269633514	1.40052382	0.379946776	-0.273084507	0.529432498	-0.075316416	0.054292259	0	0	0	0	0	0	0	0	0
ENSG00000140479	PCSK6	Atlas_Analysis	-0.079190292	-0.248120042	0.24511908	-0.252114869	-0.082261792	0.900168048	1.384996159	0.031237742	0	0	0	0	0	0	0	0	0
ENSG00000140497	SCAMP2	Atlas_Analysis	-0.503063119	-1.357479205	-0.512301889	-0.223056417	-0.095835912	0.820147613	0.800904345	0.178582179	0	0	0	0	0	0	0	0	0
ENSG00000140521	POLG	Atlas_Analysis	0.453945531	0.41997438	0.239524323	0.63275121	0.012143416	-0.147927083	1.47883605	0.087880458	0	0	0	0	0	0	1	0	0
ENSG00000140526	ABHD2	Atlas_Analysis	-0.205312772	-0.236912191	0.193531274	-0.206606716	0.27662357	1.716582189	1.732517479	-0.03370079	0	0	0	0	0	0	0	0	0
ENSG00000140534	TICRR	Atlas_Analysis	0.665445715	-0.357328026	0.662375154	0.34365122	0.341279	1.022818146	0.284762816	0.03500162	0	0	0	0	0	0	0	0	0
ENSG00000140545	MFGE8	Atlas_Analysis	0.518410894	0.826903789	0.683424661	0.310152183	-0.45355814	0.644147095	1.32977574	0.328731187	0	0	0	0	0	0	0	0	0
ENSG00000140564	FURIN	Atlas_Analysis	-0.329074806	-0.916461799	-0.370238821	0.58497037	0.349648415	1.275897665	1.145013462	0.364751111	0	0	0	0	0	0	0	0	0
ENSG00000140575	IQGAP1	Atlas_Analysis	-0.645619903	0.252082637	-0.532962082	-0.34310767	0.760018392	1.362633497	0.845664862	-0.233864089	0	0	0	0	1	0	0	0	0
ENSG00000140577	CRTC3	Atlas_Analysis	0.539063989	0.106484452	0.860027508	0.22885482	0.36699882	0.649973563	0.177234584	0.119957114	0	0	0	0	0	0	0	0	0
ENSG00000140718	FTO	Atlas_Analysis	-0.865344666	-0.35393459	-0.499211181	0.101851446	0.855992087	0.659539991	0.170216583	-0.017980385	0	0	0	0	0	0	0	0	0
ENSG00000140943	MBTPS1	Atlas_Analysis	0.15829579	-0.298242051	-0.017358294	0.09301757	-0.088210999	0.771626728	1.025126631	-0.007508825	0	0	0	0	0	0	0	0	0
ENSG00000140983	RHOT2	Atlas_Analysis	1.19412673	-0.022996577	0.320639911	0.916774244	-0.208775666	-1.30804751	-0.875999648	0.622454081	0	0	0	0	0	0	0	0	0
ENSG00000140992	PDPK1	Atlas_Analysis	0.654553169	0.292179476	0.488098632	0.220575171	0.851020943	0.517324614	0.476254375	0.05301276	0	0	0	0	1	0	0	0	0
ENSG00000141002	TCF25	Atlas_Analysis	1.224630036	0.716920068	0.746523452	0.455652373	0.244088137	-1.273559135	-0.321463377	0.189476373	1	0	0	0	0	0	0	1	0
ENSG00000141012	GALNS	Atlas_Analysis	0.60314036	-0.5782657	0.643758697	0.628688377	-0.105279828	1.361101661	1.376850071	0.420885391	0	0	0	0	0	0	0	0	0
ENSG00000141013	GAS8	Atlas_Analysis	1.370199855	1.405043643	1.40154016	0.711192162	0.538312138	-2.013150879	0.055793608	0.040361581	0	0	0	0	0	0	0	0	0
ENSG00000141026	MED9	Atlas_Analysis	0.00721139	0.373609737	0.288905472	0.457360991	0.829114718	0.33135258	0.260736158	0.218260231	0	0	0	0	0	0	0	0	0
ENSG00000141034	GID4	Atlas_Analysis	0.041974092	1.011344125	-0.09974684	0.227088058	0.379200482	0.84884987	0.381830248	-0.268133553	0	1	0	0	0	0	0	0	0
ENSG00000141068	KSR1	Atlas_Analysis	-0.197093641	-0.554490211	0.031328736	0.150027886	0.530959556	0.921898312	0.427972812	0.24801792	0	0	0	0	0	0	0	0	0
ENSG00000141258	SGSM2	Atlas_Analysis	1.201337497	0.963017616	0.88537717	0.97584621	0.133943669	-0.432583601	0.140016331	0.473580782	0	0	0	0	0	0	0	0	0
ENSG00000141298	SSH2	Atlas_Analysis	0.454695496	0.900832613	0.932992323	0.647251454	0.364649464	0.973258586	0.275279722	0.056446222	0	0	0	0	0	0	0	0	0
ENSG00000141378	PTRH2	Atlas_Analysis	0.984019361	0.568145764	0.809623714	-0.724800906	-1.046542925	-0.850187493	-0.90520671	-0.154274105	0	0	0	0	0	0	0	0	0
ENSG00000141380	SS18	Atlas_Analysis	0.782795723	0.556048883	0.572695476	-0.038693551	0.523299312	0.463999075	0.261688029	-0.100436934	0	0	0	0	0	0	0	0	0
ENSG00000141424	SLC39A6	Atlas_Analysis	-0.462249301	0.05823821	-0.285243242	-0.068982984	-0.246796101	1.290569463	1.343159962	-0.065786879	0	0	0	0	0	0	0	0	0
ENSG00000141429	GALNT1	Atlas_Analysis	-0.413185233	0.243453074	-0.409460996	-0.780364462	-0.661511563	0.973986965	0.711064606	-0.212040276	0	0	0	0	0	0	0	0	0
ENSG00000141446	ESCO1	Atlas_Analysis	-0.127300132	1.009310592	0.088699791	-1.061826574	0.169265349	0.784252675	0.179144972	-0.252701601	0	1	0	0	0	0	0	0	0
ENSG00000141449	GREB1L	Atlas_Analysis	0.079417179	0.718040069	0.408374382	-0.287842007	0.430824644	0.977602547	0.932337522	-0.052823855	0	0	0	0	0	0	0	0	0
ENSG00000141458	NPC1	Atlas_Analysis	-0.398184897	-1.286126717	-0.176416403	0.076156344	-0.872225083	0.509000746	0.834874108	-0.086360023	0	0	0	0	0	0	0	0	0
ENSG00000141503	MINK1	Atlas_Analysis	0.753238356	0.330423161	0.395103292	0.77871514	0.214285204	-0.119481716	-0.443707771	0.179614518	0	0	0	0	0	0	0	0	0
ENSG00000141540	TTYH2	Atlas_Analysis	0.792473585	0.846868687	1.234456708	0.270934068	-0.168433505	0.523929381	1.707028526	-0.293677511	1	0	0	0	0	0	0	1	0
ENSG00000141551	CSNK1D	Atlas_Analysis	1.126374311	0.885295228	0.28555483	0.856857438	0.494302735	0.112193566	0.206473458	0.229361887	0	0	0	0	0	0	0	0	0
ENSG00000141568	FOXK2	Atlas_Analysis	0.332933091	-0.147564694	-0.001276174	0.593382175	0.607227523	0.798814545	0.47343402	0.22602174	0	0	0	0	0	0	0	0	0
ENSG00000141569	TRIM65	Atlas_Analysis	1.187242009	0.798387977	0.77898866	0.214459168	0.52516756	0.299163971	0.334032592	0.047935999	1	0	0	0	0	0	0	0	0
ENSG00000141576	RNF157	Atlas_Analysis	-0.232782234	-0.310170415	-0.004371714	-0.018695624	0.532812628	0.459770097	0.974210143	0.100188854	0	0	0	0	0	0	0	0	0
ENSG00000141582	CBX4	Atlas_Analysis	0.364609655	-0.643240832	0.308775301	1.065235151	0.069583455	0.034567674	-0.929075416	0.452459619	0	0	0	0	0	0	0	0	0
ENSG00000141644	MBD1	Atlas_Analysis	0.779170037	0.183562793	0.356857064	0.380736976	0.163376179	-0.332099959	-0.279166296	0.324577494	0	0	0	0	0	0	0	0	0
ENSG00000141664	ZCCHC2	Atlas_Analysis	0.564737827	0.329132103	0.449447781	0.548942594	0.412188593	1.358189494	0.463965093	-0.060900965	0	0	0	0	0	1	0	0	0
ENSG00000141696	LEPREL4	Atlas_Analysis	-0.457643695	0.199495634	-0.218114438	0.244117413	-0.124996453	0.690959395	1.135975233	0.287561997	0	0	0	0	0	0	1	0	0
ENSG00000141699	FAM134C	Atlas_Analysis	-0.735138216	0.012574471	-0.473668837	0.423548213	0.198199415	2.114196835	1.468829372	-0.011469765	0	0	0	0	0	0	0	0	0
ENSG00000141736	ERBB2	Atlas_Analysis	-0.966490147	-0.833813778	-0.537164959	0.004317885	0.172782033	1.706037013	1.275679368	0.232792926	0	0	0	0	0	0	0	0	0
ENSG00000141756	FKBP10	Atlas_Analysis	0.562537817	-0.016451374	0.206997771	0.344749847	-0.332173812	0.495261496	1.455276533	0.083295309	0	0	0	0	0	0	0	0	0
ENSG00000141956	PRDM15	Atlas_Analysis	1.451951835	0.573579524	1.086315186	0.240652372	0.30885735	-0.244642285	0.033077627	0.173948061	1	0	0	0	0	0	0	0	0
ENSG00000141994	DUS3L	Atlas_Analysis	1.072715283	-0.910341636	-0.144189556	0.179122675	-0.443142088	-0.516718754	-0.810963494	0.323089812	1	0	0	0	0	0	0	0	0
ENSG00000142102	ATHL1	Atlas_Analysis	1.899203142	1.333474514	1.21205492	1.196592457	-0.624073303	-1.609636649	-0.30699083	0.906000626	0	0	0	0	0	0	0	0	0
ENSG00000142156	COL6A1	Atlas_Analysis	-0.072085578	-0.750211581	-0.03463828	0.574664809	-0.743099037	0.530444396	1.008177463	0.8525043	0	0	0	0	0	0	0	0	0
ENSG00000142166	IFNAR1	Atlas_Analysis	-0.425318802	-0.047295344	-0.058703633	-0.051322409	-0.214280266	1.540006665	1.128996212	-0.220141825	0	0	0	0	0	0	0	0	0
ENSG00000142173	COL6A2	Atlas_Analysis	-0.445217295	-0.394018797	-0.089763115	1.199679413	-0.368431767	0.710028966	1.517606919	1.324621053	0	0	0	1	0	0	0	0	0
ENSG00000142188	TMEM50B	Atlas_Analysis	0.528193768	0.415072648	0.46465483	0.26312767	-0.416293536	0.945668203	0.286604074	0.029448679	0	0	0	0	0	0	0	0	0
ENSG00000142192	APP	Atlas_Analysis	-0.816039293	-0.256834849	-0.578134688	-0.080528365	-0.477260159	0.990963381	1.474978322	-0.016869996	0	0	0	0	0	0	0	0	0
ENSG00000142207	URB1	Atlas_Analysis	0.192549115	0.547740901	0.01367911	-0.159627755	0.192321828	1.022171854	0.082775849	0.125425322	0	0	0	0	0	0	0	0	0
ENSG00000142330	CAPN10	Atlas_Analysis	1.666374943	0.493189027	0.94936821	1.163017856	0.1508935	-0.531471265	0.457506234	0.753475018	0	0	0	0	0	0	0	0	0
ENSG00000142396	ERVK3-1	Atlas_Analysis	2.790781568	1.429404551	3.014518654	0.555851086	-0.366020807	-1.141658956	-0.815855263	0.373761051	0	0	0	0	0	0	0	0	0
ENSG00000142494	SLC47A1	Atlas_Analysis	-0.075069729	-0.036270526	0.062681412	-1.742791963	-0.549315241	0.601250615	1.129515657	-0.076977194	0	0	0	0	0	0	0	0	0
ENSG00000142599	RERE	Atlas_Analysis	0.750773803	0.5380102	0.231075989	0.125811774	0.321881216	-0.469843028	0.199898629	0.443771975	0	0	0	0	0	0	0	0	0
ENSG00000142627	EPHA2	Atlas_Analysis	-0.062564465	-0.14379985	-0.134197808	0.673392001	0.022148091	1.069957746	1.405849819	0.599544993	0	0	0	0	0	0	0	0	0
ENSG00000142687	KIAA0319L	Atlas_Analysis	-0.07410354	-0.175497979	0.268889054	-0.042618038	0.001621497	1.357278333	1.79327604	0.041107268	0	0	0	0	0	0	0	0	0
ENSG00000142731	PLK4	Atlas_Analysis	0.527973699	1.293463151	0.551585606	0.158484708	-0.619922152	-0.867518268	-0.484423782	-0.205754827	0	1	0	0	0	0	0	0	0
ENSG00000142751	GPN2	Atlas_Analysis	1.164123652	0.614636311	1.250562329	-0.008689842	0.05940763	0.014115757	-0.223551189	0.029146307	0	0	0	0	0	0	0	0	0
ENSG00000142892	PIGK	Atlas_Analysis	-0.838509825	-0.067007543	-0.65065598	-0.614085659	-0.667248571	1.427044694	1.438527687	-0.154877262	0	0	0	0	0	0	0	0	0
ENSG00000142949	PTPRF	Atlas_Analysis	-0.027422842	-0.403809893	-0.014846499	0.387633899	-0.167069858	1.546698367	1.713411572	0.239040366	0	0	0	0	0	0	0	0	0
ENSG00000143028	SYPL2	Atlas_Analysis	0.021714373	0.518434566	-0.158607392	-0.169085415	0.208585487	0.836357573	1.159412792	-0.275989179	0	0	0	0	0	0	0	0	0
ENSG00000143061	IGSF3	Atlas_Analysis	-0.540435297	-0.300135611	-0.329897926	0.056119187	0.029237432	1.659687907	1.59257612	0.073839776	0	0	0	0	0	0	0	0	0
ENSG00000143126	CELSR2	Atlas_Analysis	0.018856693	-0.187264454	-0.043482327	0.337706763	0.180440414	1.598403435	1.358001382	0.494793983	0	0	0	0	0	0	0	0	0
ENSG00000143153	ATP1B1	Atlas_Analysis	-0.878327999	-0.835206687	-0.581525862	0.061949187	-0.617865171	0.802735787	0.90143413	-0.295153832	0	0	0	0	0	0	0	0	0
ENSG00000143162	CREG1	Atlas_Analysis	-0.653245601	-0.467900526	-0.234981254	-0.31771114	-0.405880223	1.796152453	2.125834686	-0.201101457	0	0	0	0	0	0	0	0	0
ENSG00000143190	POU2F1	Atlas_Analysis	1.124883106	0.734260693	1.380479066	0.010801557	0.691784027	0.641822218	0.489658524	-0.064713435	1	0	0	0	0	0	0	0	0
ENSG00000143224	PPOX	Atlas_Analysis	1.282745064	0.333475629	0.739014031	0.524458132	-0.488453393	-3.040169995	-0.416961236	0.303205432	0	0	0	0	0	0	0	0	0
ENSG00000143258	USP21	Atlas_Analysis	0.982066577	0.350280095	0.55203285	0.971681751	-0.006249028	-0.605561119	-0.349990187	0.068683844	0	0	0	0	0	0	0	0	0
ENSG00000143315	PIGM	Atlas_Analysis	0.448460079	0.607926905	1.090695437	0.575955913	0.239115469	1.603871265	1.422353991	0.075053219	0	0	0	0	0	0	0	0	0
ENSG00000143322	ABL2	Atlas_Analysis	0.570092724	0.445392476	1.413247694	-0.224622009	0.352509306	0.551906815	0.397623751	-0.376278126	0	0	1	0	0	0	0	0	0
ENSG00000143324	XPR1	Atlas_Analysis	-0.722962773	0.23111406	-0.087984215	-0.458088279	-0.09858914	1.423556453	1.324621269	-0.165451675	0	0	0	0	0	0	0	0	0
ENSG00000143337	TOR1AIP1	Atlas_Analysis	-0.630259766	-0.582463006	-0.761478226	-0.445688201	-0.432837674	1.212382784	0.703289086	-0.309117169	0	0	0	0	0	0	0	0	0
ENSG00000143367	TUFT1	Atlas_Analysis	0.79660866	-0.693008732	0.252062128	0.128359673	1.272471592	0.736905539	0.595379315	0.301681365	1	0	0	0	0	0	0	0	0
ENSG00000143374	TARS2	Atlas_Analysis	-0.251459268	-0.006830229	-0.678566824	0.191420779	0.012616611	-0.715816588	1.3613136	-0.035511401	0	0	0	0	0	0	1	0	0
ENSG00000143418	CERS2	Atlas_Analysis	-0.80302169	-0.942733353	-0.779700385	-0.157889439	-0.526413555	0.599263886	0.868394528	0.092719162	0	0	0	0	0	0	0	0	0
ENSG00000143434	SEMA6C	Atlas_Analysis	1.24712044	0.74548701	0.814932406	0.953033681	-0.137151064	-0.016257146	0.385373121	0.60401176	0	0	0	0	0	0	0	0	0
ENSG00000143515	ATP8B2	Atlas_Analysis	-0.142935249	0.0178811	-0.145772745	0.063475724	0.275626434	0.902648187	0.979622879	0.105947084	0	0	0	0	0	0	0	0	0
ENSG00000143537	ADAM15	Atlas_Analysis	0.502820498	-1.26605848	-0.116712405	-0.011948338	-0.574218212	0.230776204	1.078703604	0.410291283	0	0	0	0	0	0	0	0	0
ENSG00000143570	SLC39A1	Atlas_Analysis	-0.576868275	-1.03692814	-0.559187706	0.279638346	-0.335022582	0.803244569	1.135800276	0.299006786	0	0	0	0	0	0	0	0	0
ENSG00000143614	GATAD2B	Atlas_Analysis	0.11449678	0.84605476	0.497496028	0.608423777	0.399691961	0.529618655	-0.142380272	-0.167032887	0	0	0	0	0	0	0	0	0
ENSG00000143630	HCN3	Atlas_Analysis	1.389392174	-0.804603859	1.294018606	0.991325683	-0.566021272	0.203866336	-0.233845359	0.024583439	0	0	0	0	0	0	0	0	0
ENSG00000143641	GALNT2	Atlas_Analysis	-0.475005164	-0.12049374	-0.357446985	0.145463843	0.17894552	1.568028187	2.209109166	0.238006108	0	0	0	0	0	0	0	0	0
ENSG00000143643	TTC13	Atlas_Analysis	0.369592083	0.223937365	0.961137812	-0.206820527	-0.750979336	0.702457034	0.717582329	-0.327756595	0	0	0	0	0	0	0	0	0
ENSG00000143674	MLK4	Atlas_Analysis	1.068409267	1.041291984	1.559975583	0.354143792	0.279978167	0.466061151	0.373725638	0.029688032	0	0	0	0	0	0	0	0	0
ENSG00000143702	CEP170	Atlas_Analysis	0.111190453	1.142856738	0.476481736	0.010700097	0.654029107	0.855056463	0.189299338	-0.444488282	0	1	0	0	0	0	0	0	0
ENSG00000143751	SDE2	Atlas_Analysis	-0.399307338	0.4519192	-0.602151557	-0.171895429	0.626636932	1.027222308	-0.090769872	-0.19243745	0	0	0	0	0	0	0	0	0
ENSG00000143756	FBXO28	Atlas_Analysis	0.181170937	0.721012372	0.668253219	-0.460674912	0.020832072	0.906664473	-0.211398536	-0.293972109	0	0	0	0	0	1	0	0	0
ENSG00000143776	CDC42BPA	Atlas_Analysis	0.262428391	1.021057717	0.55975721	0.036818513	0.692290152	0.947035931	0.536981027	-0.050068737	0	1	0	0	0	0	0	0	0
ENSG00000143797	MBOAT2	Atlas_Analysis	0.529935763	0.430235564	0.813304773	-0.102341914	0.00525518	1.557024558	1.234250665	0.108020878	0	0	0	0	0	0	0	0	0
ENSG00000143801	PSEN2	Atlas_Analysis	-0.039806948	-0.536181153	-0.492118092	0.362399647	-0.030564963	0.277507384	0.830180902	0.069020895	0	0	0	0	0	0	0	0	0
ENSG00000143815	LBR	Atlas_Analysis	-0.421024788	-0.303930928	-0.160353632	-0.43889835	-0.440544459	1.426560474	0.860912815	-0.237957147	0	0	0	0	0	0	0	0	0
ENSG00000143878	RHOB	Atlas_Analysis	-0.378141963	-0.185944613	-0.291967622	0.846793853	0.234514129	-0.29360975	0.258040043	0.071935981	0	0	0	1	0	0	0	0	0
ENSG00000143970	ASXL2	Atlas_Analysis	0.625899483	0.852096405	1.218997647	0.062642022	0.486167913	0.270886733	0.242700358	-0.046185205	0	0	0	0	0	0	0	0	0
ENSG00000143971	ETAA1	Atlas_Analysis	0.679859196	1.048339175	1.072666474	-0.739124845	-0.020481935	0.293515462	-0.0022007	0.129578868	0	0	0	0	0	0	0	0	0
ENSG00000144026	ZNF514	Atlas_Analysis	1.753987725	1.32060723	2.019808909	0.892735664	-0.020601027	-0.020426163	0.138644094	0.213653657	0	0	0	0	0	0	0	0	0
ENSG00000144040	SFXN5	Atlas_Analysis	1.050215853	0.207701447	1.181534466	-0.040720753	0.857697977	0.510640401	0.524023484	0.584215052	0	0	0	0	1	0	0	0	0
ENSG00000144043	TEX261	Atlas_Analysis	0.025341255	-0.33924723	0.065313899	-0.257289118	0.313054173	1.584119461	1.732840639	0.016924433	0	0	0	0	0	0	0	0	0
ENSG00000144118	RALB	Atlas_Analysis	-0.58476605	-2.256866559	0.050974152	-0.163609275	0.866080267	1.042375688	0.995172935	-0.043460848	0	0	0	0	0	0	0	0	0
ENSG00000144136	SLC20A1	Atlas_Analysis	-0.012196545	-0.334498443	-0.11576475	-0.29159594	-0.330592684	1.186395721	1.016619918	0.076601672	0	0	0	0	0	0	0	0	0
ENSG00000144161	ZC3H8	Atlas_Analysis	0.95550973	1.519428554	1.289018699	-0.745103713	0.079074602	0.070431412	0.06291147	-0.07767718	0	0	0	0	0	0	0	0	0
ENSG00000144224	UBXN4	Atlas_Analysis	0.162724925	0.146185722	0.20955966	-0.517932052	0.03059265	0.856803143	0.437827989	-0.186197318	0	0	0	0	0	0	0	0	0
ENSG00000144233	AMMECR1L	Atlas_Analysis	0.163564255	0.256223684	0.055548525	0.081652329	0.508427678	0.877149917	0.420642117	-0.15801282	0	0	0	0	0	0	0	0	0
ENSG00000144278	GALNT13	Atlas_Analysis	0.076726915	1.141162286	-0.047718724	-1.072101747	-0.343072981	1.629160615	0.964476439	-0.465972378	0	1	0	0	0	0	0	0	0
ENSG00000144306	SCRN3	Atlas_Analysis	0.428674853	0.55140868	-0.034234992	-0.247618124	0.301175358	1.110623695	0.126762229	-0.109842703	0	0	0	0	0	0	0	0	0
ENSG00000144320	KIAA1715	Atlas_Analysis	-0.485539789	0.265699791	-0.015005595	-0.24873972	-0.003858295	2.122778102	1.29542434	-0.09581142	0	0	0	0	0	0	0	0	0
ENSG00000144354	CDCA7	Atlas_Analysis	0.750253498	0.152295245	0.645861104	-0.351103379	-0.223795046	-0.990346794	-0.54064723	-0.191452552	0	0	0	0	0	0	0	0	0
ENSG00000144355	DLX1	Atlas_Analysis	0.886523748	0.087703674	0.731147214	0.470651157	0.257503695	0.582067877	-0.278471108	0.308809137	1	0	0	0	0	0	0	1	0
ENSG00000144366	GULP1	Atlas_Analysis	0.578860655	-0.889157974	0.905322875	-1.446926217	-0.612006927	-0.204879286	-0.421635712	-0.11295021	0	0	0	0	0	0	0	0	0
ENSG00000144369	FAM171B	Atlas_Analysis	-0.272674866	1.33608128	0.315613733	1.184440792	-0.220394997	2.179914548	1.364328604	-0.270924775	0	1	0	1	0	0	0	0	0
ENSG00000144395	CCDC150	Atlas_Analysis	1.474582622	0.650403481	1.662171658	0.832651626	-0.890176533	-2.759607975	-0.867899687	-0.065830189	0	0	0	0	0	0	0	0	0
ENSG00000144455	SUMF1	Atlas_Analysis	-0.868133365	-0.667185677	-1.722513421	-0.96919468	-0.609943309	0.585883921	0.988157313	-0.127177109	0	0	0	0	0	0	0	0	0
ENSG00000144468	RHBDD1	Atlas_Analysis	-0.105290774	0.867599289	-0.102596295	-0.129366497	0.442970218	1.643876871	1.425628417	0.000194756	0	1	0	0	0	0	0	0	0
ENSG00000144567	FAM134A	Atlas_Analysis	-0.34671338	-0.682461898	-0.434448264	0.622450043	0.351761255	1.214817639	0.981843662	0.114731197	0	0	0	0	0	0	0	0	0
ENSG00000144579	CTDSP1	Atlas_Analysis	-0.136281028	-0.95033757	-0.035105157	0.760481713	0.808990515	0.771572769	0.488074367	0.265637877	0	0	0	1	0	0	0	0	0
ENSG00000144597	EAF1	Atlas_Analysis	0.510393882	0.464918878	0.396692244	-0.022551069	0.692151325	0.82267189	0.176697637	-0.171486637	0	0	0	0	0	0	0	0	0
ENSG00000144674	GOLGA4	Atlas_Analysis	0.89340867	0.671914502	1.125634604	-0.322007955	0.08678385	1.636725509	0.75070812	-0.069709274	0	0	0	0	0	0	0	0	0
ENSG00000144711	IQSEC1	Atlas_Analysis	0.709810182	-0.023485197	0.899136427	0.52646297	0.334712756	0.184081742	-0.062957081	0.260651335	0	0	0	0	0	0	0	0	0
ENSG00000144724	PTPRG	Atlas_Analysis	-0.500967224	0.122593956	-0.284676755	-0.283601415	0.306516094	1.947365281	1.709718034	0.210569938	0	0	0	0	0	0	0	0	0
ENSG00000144730	IL17RD	Atlas_Analysis	-0.417343835	-0.726815423	0.575204722	0.467277296	0.088293901	1.44732502	1.625653447	-0.406671268	0	0	0	0	0	0	0	0	0
ENSG00000144746	ARL6IP5	Atlas_Analysis	-1.050950777	-0.51949491	-0.900410619	-0.65005079	-0.568412424	1.091422614	0.611585411	-0.218314564	0	0	0	0	0	0	0	0	0
ENSG00000144747	TMF1	Atlas_Analysis	0.498189972	1.274220842	0.582056116	-0.396867512	0.402144279	1.278878283	0.353526857	-0.26154916	0	1	0	0	0	0	0	0	0
ENSG00000144749	LRIG1	Atlas_Analysis	0.057893838	0.722580332	0.253818028	0.062510041	-0.045849278	1.415906394	1.266836976	0.191584894	0	0	0	0	0	0	0	0	0
ENSG00000144791	LIMD1	Atlas_Analysis	0.922520342	0.341728738	0.705924727	-0.19149678	0.466462961	0.56409299	0.345767455	-0.089071613	1	0	0	0	0	0	0	0	0
ENSG00000144815	NXPE3	Atlas_Analysis	-0.485013544	0.328886446	-0.04339626	0.07023398	0.394746372	1.379737224	0.934875694	-0.018132353	0	0	0	0	0	0	0	0	0
ENSG00000144867	SRPRB	Atlas_Analysis	-0.648143077	-0.085794091	-0.861282083	-0.505416677	-0.523612023	1.145416493	0.853363335	-0.073965145	0	0	0	0	0	0	0	0	0
ENSG00000145022	TCTA	Atlas_Analysis	-0.678157969	-0.546281256	-0.259660033	-0.09313324	0.392290183	0.542394442	0.959684216	-0.115680465	0	0	0	0	0	0	0	0	0
ENSG00000145041	VPRBP	Atlas_Analysis	0.241826285	1.005906989	0.089508017	-0.400307697	0.470174337	-0.13209391	0.118376796	-0.085267919	0	1	0	0	0	0	0	0	0
